energy,tempo,danceability,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,uri,track_id,track_name,instrumentalness,mode,key,duration_ms,acousticness,type,genre
0.58,127.402,0.741,-9.05,0.212,0.944,Pat Benatar,4,0.0304,70,spotify:track:0vOkmmJEtjuFZDzrQSFzEE,0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,3.61e-05,1,4,171267,0.117,music,"rock,classic"
0.801,133.769,0.651,-7.34,0.0825,0.776,The Clash,4,0.0514,70,spotify:track:5jzma6gCzYtKB1DbEwFZKH,5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,0.0,1,0,200480,0.123,music,"rock,classic"
0.944,146.347,0.27,-4.199,0.116,0.606,Bruce Springsteen,4,0.0975,70,spotify:track:6hTcuIQa0sxrrByu9wTD7s,6hTcuIQa0sxrrByu9wTD7s,Born to Run,2.05e-05,1,4,269920,0.00501,music,"rock,classic"
0.564,77.972,0.856,-6.295,0.134,0.483,Lil Baby,4,0.392,70,spotify:track:4Iedi94TIaB2GGb1nMB68v,4Iedi94TIaB2GGb1nMB68v,On Me,0.0,0,6,135960,0.00327,music,"hip-hop,gangster"
0.349,124.348,0.489,-14.295,0.0866,0.622,Santana,4,0.0323,70,spotify:track:4YMQXzscifAREG0a7KNGhB,4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,0.0789,0,2,196467,0.676,music,"rock,classic"
0.316,127.823,0.625,-12.124,0.194,0.452,Colter Wall,4,0.0815,70,spotify:track:43UV5Uk0ntzH6MP8Rx1RKh,43UV5Uk0ntzH6MP8Rx1RKh,The Devil Wears a Suit and Tie,0.238,0,6,236027,0.777,music,"folk,american"
0.91,84.099,0.665,-4.682,0.227,0.887,Nas,4,0.223,70,spotify:track:0trHOzAhNpGCsGBEu7dOJo,0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,0.0,0,6,293973,0.0394,music,"hip-hop,90s"
0.734,97.044,0.918,-2.832,0.191,0.608,Outkast,4,0.269,70,spotify:track:2vfvGlqCB7oertO5VLE0sz,2vfvGlqCB7oertO5VLE0sz,ATLiens,8.01e-06,0,11,230693,0.0296,music,"hip-hop,90s"
0.611,102.304,0.897,-10.489,0.0894,0.769,Cypress Hill,4,0.211,70,spotify:track:1oTHteQbmJw15rPxPVXUTv,1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,0.186,1,11,208267,0.0291,music,"hip-hop,90s"
0.288,110.927,0.687,-10.415,0.0986,0.308,Billie Eilish,4,0.045,70,spotify:track:4ak9GGe6afmi2HbxEjvhIC,4ak9GGe6afmi2HbxEjvhIC,Male Fantasy,0.0,1,2,194887,0.863,music,"ambient,academic"
0.727,150.062,0.477,-4.053,0.108,0.227,"DJ Khaled, Lil Baby, Lil Durk",4,0.286,70,spotify:track:1EJIcDYXwSqipW5dFe4uJz,1EJIcDYXwSqipW5dFe4uJz,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),0.0,1,2,236524,0.000866,music,"hip-hop,gangster"
0.833,129.885,0.551,-5.217,0.0632,0.145,"Armin van Buuren, Trevor Guthrie",5,0.03,70,spotify:track:5GjnIpUlLGEIYk052ISOw9,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,2.77e-06,1,8,204360,0.0391,music,"electronic,modern"
0.571,101.955,0.695,-6.249,0.118,0.726,ヨルシカ,4,0.111,70,spotify:track:5eY7692tmgHB9dbmq6wa2M,5eY7692tmgHB9dbmq6wa2M,晴る,3.58e-06,0,11,270705,0.032,music,"j-pop,anime"
0.691,167.029,0.836,-4.222,0.282,0.703,"GloRilla, Sexyy Red",4,0.363,70,spotify:track:4VI2Y5xg4gYynQqNQNQbTN,4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),0.0,1,1,149461,0.00586,music,"pop,mainstream"
0.65,129.993,0.727,-5.357,0.111,0.668,Ne-Yo,4,0.0337,70,spotify:track:6Hn9Uc1mMNfqChXU3txNke,6Hn9Uc1mMNfqChXU3txNke,Mad,0.0,1,0,254533,0.662,music,"blues,classic"
0.621,140.036,0.583,-6.902,0.181,0.399,"Beyoncé, JAY-Z",4,0.0479,70,spotify:track:6jG2YzhxptolDzLHTGLt7S,6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),0.00106,0,5,323480,0.00972,music,"blues,classic"
0.542,135.14,0.926,-5.064,0.0877,0.564,"Lil Baby, 42 Dugg",4,0.293,70,spotify:track:6gxKUmycQX7uyMwJcweFjp,6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),0.0,1,1,181929,0.135,music,"hip-hop,trap"
0.629,70.568,0.513,-9.055,0.146,0.498,Stromae,4,0.19,70,spotify:track:2AMysGXOe0zzZJMtH3Nizb,2AMysGXOe0zzZJMtH3Nizb,Formidable,0.0,0,4,213933,0.0986,music,"electronic,french"
0.381,121.948,0.476,-10.238,0.0614,0.33,Roberta Flack,4,0.0342,70,spotify:track:3gsCAGsWr6pUm1Vy7CPPob,3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly With His Song,0.0,0,5,286920,0.727,music,"blues,classic"
0.655,92.9,0.649,-5.534,0.22,0.793,Oxlade,4,0.0652,70,spotify:track:2WigMwGJysIh9fRnSJvpjn,2WigMwGJysIh9fRnSJvpjn,KU LO SA - A COLORS SHOW,0.0,0,10,147581,0.307,music,"latin,afro-latin"
0.447,121.989,0.657,-13.148,0.0995,0.523,Los Enanitos Verdes,4,0.0303,70,spotify:track:6TqXieeBcZZHyaO14hQpKx,6TqXieeBcZZHyaO14hQpKx,Luz De Dia,0.00105,1,0,268867,0.478,music,"rock,spanish"
0.922,130.007,0.666,-4.645,0.0867,0.758,Katy Perry,4,0.0352,70,spotify:track:6yARPLK0PV4heEyh7pVMGz,6yARPLK0PV4heEyh7pVMGz,Part Of Me,0.0,1,5,216160,0.000348,music,"pop,soft"
0.316,118.582,0.398,-7.031,0.295,0.174,Andra Day,4,0.0368,70,spotify:track:0tV8pOpiNsKqUys0ilUcXz,0tV8pOpiNsKqUys0ilUcXz,Rise Up,0.0,1,1,253342,0.805,music,"pop,soft"
0.808,117.971,0.493,-3.365,0.0983,0.38,Linkin Park,4,0.0362,70,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,6Wx88Mv6b9ofjKMKkdwOJd,New Divide,0.0,0,5,268613,0.000235,music,"rock,alternative"
0.477,119.928,0.796,-7.161,0.12,0.685,USHER,4,0.108,70,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,7z3N2W7Xz1t2G2sAO8wFVH,Burn,0.0,1,1,231933,0.314,music,"r&b,modern"
0.57,121.843,0.655,-11.475,0.105,0.487,"Gordo, Drake",4,0.0487,70,spotify:track:02YMpD1xbZZzpZbuZNvmD7,02YMpD1xbZZzpZbuZNvmD7,Sideways,0.43,0,5,253770,0.527,music,"electronic,afro house"
0.723,123.993,0.787,-6.995,0.085,0.579,"Wakyin, Carlos Vives",4,0.152,70,spotify:track:0r3nMF80NSIuPIxeod4aoG,0r3nMF80NSIuPIxeod4aoG,Beso (Fruta Fresca),0.00447,0,10,197695,0.0509,music,"electronic,afro house"
0.392,75.066,0.599,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",4,0.0257,70,spotify:track:3W2ZcrRsInZbjWylOi6KhZ,3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,0.000107,0,10,282813,0.378,music,"electronic,modern"
0.473,152.88,0.591,-8.122,0.108,0.451,Daniel Caesar,4,0.0708,70,spotify:track:3ym8ajVmKm6Fybgov3WBI5,3ym8ajVmKm6Fybgov3WBI5,Let Me Go,0.00334,0,7,216524,0.694,music,"soul,classic"
0.572,88.041,0.742,-8.163,0.318,0.644,Shubh,4,0.0743,70,spotify:track:5BQePe9rcCJozHK3oPayYk,5BQePe9rcCJozHK3oPayYk,MVP,0.00428,0,7,196898,0.391,music,"hip-hop,desi"
0.75,139.979,0.831,-5.42,0.111,0.662,Karan Aujla,4,0.153,70,spotify:track:4SJMuaIYcBS8ke96lDYOsw,4SJMuaIYcBS8ke96lDYOsw,On Top,0.0,0,10,183429,0.0188,music,"hip-hop,desi"
0.798,86.638,0.509,-4.472,0.203,0.48,Karan Aujla,4,0.235,70,spotify:track:3lQPwCmD918SyoiIkw1zqx,3lQPwCmD918SyoiIkw1zqx,Sifar Safar,0.0,1,2,180345,0.00625,music,"hip-hop,desi"
0.645,85.046,0.714,-5.493,0.0942,0.434,Bad Bunny,4,0.0514,70,spotify:track:28GCbKgjlVD9eDmasGbe0T,28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,0.00083,1,10,180930,0.229,music,"world,throat singing"
0.519,122.925,0.562,-8.744,0.172,0.415,"Alka Yagnik, Arijit Singh",4,0.0326,70,spotify:track:3hkC9EHFZNQPXrtl8WPHnX,3hkC9EHFZNQPXrtl8WPHnX,Agar Tum Saath Ho,0.000268,1,3,341055,0.557,music,"indian,bollywood"
0.814,147.193,0.673,-5.411,0.343,0.728,Billy Idol,4,0.0367,70,spotify:track:1gzIbdFnGJ226LTl0Cn2SX,1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,0.00293,1,9,252200,0.0134,music,"rock,classic"
0.645,119.935,0.801,-5.605,0.118,0.528,"Bad Bunny, Mora",4,0.0706,70,spotify:track:4qSEvFGCpde73gqIuq3sho,4qSEvFGCpde73gqIuq3sho,HIBIKI,0.0,0,6,208000,0.604,music,"latin,reggaeton"
0.543,139.929,0.84,-4.941,0.128,0.74,"Ovy On The Drums, Beéle",4,0.0568,70,spotify:track:0OTtnwUO8natNWSwdZvXVF,0OTtnwUO8natNWSwdZvXVF,Inolvidable,0.0,1,0,225812,0.678,music,"latin,chill"
0.63,81.009,0.72,-5.549,0.108,0.512,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",4,0.0413,70,spotify:track:2rOnSn2piaqLAlYjtfUBlY,2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")",0.0,1,10,230292,0.615,music,"indian,bollywood"
0.96,131.707,0.469,-4.809,0.334,0.37,Journey,4,0.0629,70,spotify:track:1pTw2cNrp9L3esxLAvWnN2,1pTw2cNrp9L3esxLAvWnN2,Separate Ways (Worlds Apart) [2023 Remaster],1.81e-06,0,4,323453,0.141,music,"rock,80s"
0.96,117.486,0.574,-4.906,0.121,0.978,Bruce Springsteen,4,0.032,70,spotify:track:2Y90nL1ohB4sgYELDs7uNx,2Y90nL1ohB4sgYELDs7uNx,Glory Days,0.0,1,9,254733,0.0457,music,"rock,80s"
0.652,173.008,0.274,-6.196,0.108,0.1,STARSET,4,0.0625,70,spotify:track:3Xfg7AegXaDLoD5GOUMf2e,3Xfg7AegXaDLoD5GOUMf2e,My Demons,6.42e-05,0,5,288036,0.00768,music,"rock,alternative"
0.792,116.012,0.979,-2.784,0.102,0.583,Vanilla Ice,4,0.0388,70,spotify:track:3XVozq1aeqsJwpXrEZrDJ9,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,7.71e-06,1,2,254467,0.0025,music,"pop,throwback"
0.69,106.034,0.799,-7.252,0.143,0.682,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",4,0.1,70,spotify:track:0GmiGIxXDNrePrHBpijYDp,0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,0.001,1,7,352442,0.282,music,"latin,reggaeton"
0.658,151.951,0.752,-6.297,0.0927,0.387,"Future, Lil Uzi Vert",4,0.342,70,spotify:track:0k7wmahjkn389wAZdz19Cv,0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,0.0,1,0,213520,0.0421,music,"hip-hop,gangster"
0.848,179.87,0.685,-4.561,0.0783,0.761,Bad Bunny,4,0.0858,70,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,6NfrH0ANGmgBXyxgV2PeXt,La Difícil,7.14e-06,0,8,163084,0.0861,music,"latin,reggaeton"
0.484,133.03,0.93,-5.486,0.0922,0.747,"WIU, Teto",4,0.259,70,spotify:track:0VybBobSYSzliyEJ1VqwGR,0VybBobSYSzliyEJ1VqwGR,Problemas de um Milionário,6.84e-05,1,2,144361,0.355,music,"hip-hop,trap"
0.946,150.141,0.804,-5.949,0.359,0.745,Key Glock,4,0.352,70,spotify:track:1ipSpQfzBbhPFhYm6tfVIz,1ipSpQfzBbhPFhYm6tfVIz,Mr. Glock,0.0,1,7,146880,0.002,music,"hip-hop,gangster"
0.411,172.445,0.722,-9.963,0.0976,0.503,"KayBlack, Wall Hein, AMUSIK",3,0.387,70,spotify:track:5RHOhXxMVhpEaBcG6hIydA,5RHOhXxMVhpEaBcG6hIydA,Maturidade,0.0,0,2,142026,0.509,music,"hip-hop,trap"
0.631,129.902,0.807,-4.883,0.117,0.126,"Trap Capos, Noriel, Anuel AA, Baby Rasta",4,0.111,70,spotify:track:62NeZ2Vtrz5HgtQibleMNs,62NeZ2Vtrz5HgtQibleMNs,Diablita (feat. Anuel AA & Baby Rasta),0.0,1,8,213613,0.407,music,"hip-hop,trap"
0.707,104.027,0.849,-6.002,0.618,0.602,"Wizkid, Tems",4,0.113,70,spotify:track:5FG7Tl93LdH117jEKYl3Cm,5FG7Tl93LdH117jEKYl3Cm,Essence (feat. Tems),8.58e-06,1,0,248040,0.0266,music,"ambient,meditative"
0.415,113.976,0.823,-10.845,0.128,0.488,Omah Lay,4,0.0637,70,spotify:track:0zVk3uuV9UhxAt48F3OL12,0zVk3uuV9UhxAt48F3OL12,Holy Ghost,0.0316,0,5,186154,0.471,music,"ambient,meditative"
0.631,84.166,0.48,-5.488,0.149,0.515,Kanye West,4,0.116,70,spotify:track:6MXXY2eiWkpDCezVCc0cMH,6MXXY2eiWkpDCezVCc0cMH,Good Morning,0.000105,1,7,195093,0.0791,music,"hip-hop,chill"
0.547,138.05,0.92,-4.98,0.0998,0.606,Lil Yachty,4,0.272,70,spotify:track:5vDNippoMr52KpXBO9b9KQ,5vDNippoMr52KpXBO9b9KQ,Coffin,1.45e-06,0,6,89536,0.0241,music,"hip-hop,gangster"
0.682,167.06,0.496,-4.095,0.0589,0.474,Green Day,4,0.0294,70,spotify:track:5GorCbAP4aL0EJ16frG2hd,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,2.94e-05,1,8,262333,0.00552,music,"punk,pop punk"
0.588,142.004,0.872,-6.276,0.17,0.93,Bad Bunny,4,0.0492,70,spotify:track:5kVZxyMY1gfdCLiChsfjn1,5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,0.0,1,0,230704,0.275,music,"latin,chill"
0.763,101.965,0.72,-4.068,0.18,0.742,"Clean Bandit, Sean Paul, Anne-Marie",4,0.0523,70,spotify:track:5knuzwU65gJK7IF5yJsuaW,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),0.0,0,9,251088,0.406,music,"pop,throwback"
0.573,107.363,0.684,-12.3,0.306,0.716,Baltimora,4,0.0261,70,spotify:track:273uCXd7NPrInaiNqtkOrA,273uCXd7NPrInaiNqtkOrA,Tarzan Boy,0.028,1,5,378947,0.318,music,"pop,throwback"
0.732,146.005,0.583,-5.729,0.269,0.277,"Zara Larsson, MNEK",4,0.0459,70,spotify:track:6hmhG1b4LEyNuashVvuIAo,6hmhG1b4LEyNuashVvuIAo,Never Forget You,9.57e-06,0,11,213428,0.00315,music,"pop,throwback"
0.805,127.808,0.69,-11.522,0.095,0.799,Corona,4,0.0336,70,spotify:track:0ofMkI3jzmGCElAOgOLeo3,0ofMkI3jzmGCElAOgOLeo3,The Rhythm of the Night,0.739,0,5,264280,0.000232,music,"pop,throwback"
0.63,89.991,0.654,-4.644,0.111,0.43,"Dan + Shay, Justin Bieber",4,0.0259,70,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",0.0,1,10,167693,0.153,music,"pop,soft"
0.68,144.006,0.85,-6.18,0.0964,0.694,Central Cee,1,0.338,70,spotify:track:4vzJrkfHbCGaodPA5RY5BV,4vzJrkfHbCGaodPA5RY5BV,Loading,0.0,0,3,173333,0.732,music,"hip-hop,gangster"
0.59,86.429,0.711,-5.967,0.0798,0.702,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",5,0.271,70,spotify:track:24R0oyjvhV4HIFFvoK3XkP,24R0oyjvhV4HIFFvoK3XkP,TUMBÁTUM,1.83e-06,0,6,121384,0.26,music,"brazilian,funk"
0.656,120.001,0.685,-8.028,0.318,0.556,Semicenk,4,0.0411,70,spotify:track:2crO2eSwgjOoAanagD2sFc,2crO2eSwgjOoAanagD2sFc,Kader Sağ Olsun,0.0,0,7,172000,0.702,music,"turkish,pop"
0.596,165.951,0.819,-7.009,0.138,0.622,"Darell, Brytiago",4,0.318,70,spotify:track:7q3NthaBqFI6s0WnAlnIvq,7q3NthaBqFI6s0WnAlnIvq,Velitas,1.19e-06,1,2,225542,0.225,music,"latin,reggaeton"
0.836,96.993,0.746,-4.336,0.116,0.874,"Becky G, Bad Bunny",4,0.0445,70,spotify:track:2AY1UAimvTqjJC8vDJsOyy,2AY1UAimvTqjJC8vDJsOyy,Mayores,0.00291,0,5,203187,0.145,music,"latin,reggaeton"
0.827,129.949,0.956,1.295,0.423,0.614,"Mc Delux, DJ Guih Da ZO",4,0.222,70,spotify:track:7snnTlaWaN39nfN1PhUaT8,7snnTlaWaN39nfN1PhUaT8,Se Voce Nao Quer Passa a Vez,0.000259,1,9,133846,0.136,music,"brazilian,funk"
0.766,93.956,0.737,-4.242,0.114,0.662,"Bad Bunny, Yaviah",4,0.0458,70,spotify:track:4j4w4CXm6BSr0s25wAWrrX,4j4w4CXm6BSr0s25wAWrrX,Bichiyal,6.63e-06,0,10,196500,0.31,music,"latin,reggaeton"
0.706,88.863,0.635,-3.224,0.108,0.443,"KAROL G, Mariah Angeliq",4,0.125,70,spotify:track:2FSGUA0gFgGeQdprjtGM2M,2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,0.0,0,5,209160,0.256,music,"latin,reggaeton"
0.617,168.021,0.713,-4.637,0.0962,0.682,"Myke Towers, Juhn",4,0.0887,70,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,1xK1Gg9SxG8fy2Ya373oqb,Bandido,0.0,1,8,232853,0.122,music,"latin,reggaeton"
0.703,169.888,0.639,-6.33,0.0865,0.138,"Tainy, Bad Bunny, Julieta Venegas",4,0.0794,70,spotify:track:4gzsuuZypVbxs0Af1LSZyB,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1.78e-06,0,4,207301,0.0889,music,"latin,reggaeton"
0.846,98.026,0.734,-3.425,0.235,0.604,"Rvssian, Rauw Alejandro, Chris Brown",4,0.0489,70,spotify:track:2BEcap3xJtmiPaHKyfQi4e,2BEcap3xJtmiPaHKyfQi4e,Nostálgico,1.74e-06,0,9,209884,0.166,music,"latin,reggaeton"
0.673,181.891,0.655,-5.98,0.0753,0.342,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",4,0.308,70,spotify:track:17I27VXKtqXJHL6ReaG0eS,17I27VXKtqXJHL6ReaG0eS,Hola - Remix,0.0,0,0,249520,0.473,music,"latin,reggaeton"
0.636,174.14,0.695,-4.654,0.081,0.575,"Shakira, Rauw Alejandro",4,0.317,70,spotify:track:2rurDawMfoKP4uHyb2kJBt,2rurDawMfoKP4uHyb2kJBt,Te Felicito,0.0,1,5,172235,0.234,music,"latin,reggaeton"
0.631,121.854,0.772,-5.082,0.129,0.433,"Offset, Travis Scott",4,0.0431,70,spotify:track:2Gk6fi0dqt91NKvlzGsmm7,2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),0.0,1,10,173253,0.0648,music,"hip-hop,gangster"
0.739,179.879,0.704,-3.286,0.0856,0.425,Rauw Alejandro,4,0.112,70,spotify:track:1lV3QHHMAQt0Kc1ioZq2MP,1lV3QHHMAQt0Kc1ioZq2MP,Sexo Virtual,1.93e-05,1,8,208292,0.328,music,"latin,reggaeton"
0.579,84.143,0.562,-6.788,0.102,0.577,"XXXTENTACION, Joey Bada$$",4,0.484,70,spotify:track:7J2gyNghNTzl4EsLhXp01Q,7J2gyNghNTzl4EsLhXp01Q,infinity (888) - feat. Joey Bada$$,0.0,0,10,176591,0.274,music,"hip-hop,chill"
0.509,157.94,0.662,-9.159,0.266,0.549,"Lil Yachty, Veeze",4,0.322,70,spotify:track:4lwfqyQXSDJ7kELpMErMih,4lwfqyQXSDJ7kELpMErMih,Sorry Not Sorry,0.0,1,1,136709,0.247,music,"hip-hop,modern"
0.954,143.85,0.465,-4.251,0.573,0.458,The All-American Rejects,4,0.044,70,spotify:track:5lDriBxJd22IhOH9zTcFrV,5lDriBxJd22IhOH9zTcFrV,Dirty Little Secret,5.38e-06,1,10,193653,0.000346,music,"punk,pop punk"
0.928,109.966,0.616,-2.34,0.156,0.23,Matuê,4,0.043,70,spotify:track:3Kh5a6vXMiJtC35jMEfmyy,3Kh5a6vXMiJtC35jMEfmyy,Castlevania,0.0,0,9,230182,0.0168,music,"hip-hop,trap"
0.71,92.009,0.535,-2.978,0.141,0.523,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",4,0.324,70,spotify:track:34ZngZgo8xicbt1EE8Ob8Z,34ZngZgo8xicbt1EE8Ob8Z,Porno,0.0,0,1,212653,0.428,music,"latin,reggaeton"
0.722,103.886,0.55,-11.729,0.11,0.716,The Doors,4,0.0283,70,spotify:track:14XWXWv5FoCbFzLksawpEe,14XWXWv5FoCbFzLksawpEe,Riders on the Storm,0.0129,0,11,434720,0.25,music,"rock,classic"
0.666,127.079,0.926,-5.314,0.123,0.168,"Migos, Lil Uzi Vert",4,0.244,70,spotify:track:0M9ydKzuF3oZTfYYPfaGX1,0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),0.0,1,11,343150,0.0611,music,"hip-hop,trap"
0.936,170.229,0.414,-2.407,0.369,0.74,Avril Lavigne,4,0.0758,70,spotify:track:6sqNctd7MlJoKDOxPVCAvU,6sqNctd7MlJoKDOxPVCAvU,My Happy Ending,0.0,1,2,242413,0.00136,music,"punk,pop punk"
0.525,75.013,0.776,-6.723,0.108,0.467,Latto,4,0.137,70,spotify:track:1JF8LkQWZ8grXb2emqrNKn,1JF8LkQWZ8grXb2emqrNKn,Brokey,0.0,1,1,217613,0.0366,music,"hip-hop,modern"
0.642,111.907,0.65,-5.332,0.0855,0.186,Lil Baby,4,0.04,70,spotify:track:6afQ4fJDJ9QqU5BKIH99Ej,6afQ4fJDJ9QqU5BKIH99Ej,Insecurities,0.0,1,2,127154,0.00502,music,"hip-hop,modern"
0.828,105.25,0.539,-9.108,0.154,0.562,Metallica,4,0.035,70,spotify:track:54bm2e3tk8cliUz3VSdCPZ,54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),0.421,0,4,515387,0.00067,music,"rock,classic"
0.149,82.019,0.485,-20.394,0.102,0.112,".diedlonely, énouement",4,0.0282,70,spotify:track:2PpYJcgJN6PzozUv7rU669,2PpYJcgJN6PzozUv7rU669,stellar,0.917,0,8,99672,0.886,music,"electronic,vaporwave"
0.687,106.896,0.605,-13.928,0.104,0.12,Daft Punk,4,0.045,70,spotify:track:2LD2gT7gwAurzdQDQtILds,2LD2gT7gwAurzdQDQtILds,Veridis Quo,0.949,0,9,345187,0.479,music,"electronic,vaporwave"
0.0582,132.614,0.191,-25.398,0.0941,0.0454,Ludovico Einaudi,1,0.0578,70,spotify:track:3weNRklVDqb4Rr5MhKBR3D,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,0.89,1,8,357707,0.961,music,"classical,neo-classical"
0.0559,95.217,0.396,-20.707,0.11,0.278,Ben Crosland,1,0.0599,70,spotify:track:1yqM5O07lL7R6UAdK5jvrR,1yqM5O07lL7R6UAdK5jvrR,Oceans Apart,0.935,0,9,78413,0.987,music,"classical,neo-classical"
0.0823,67.238,0.252,-27.338,0.0857,0.0381,leadwave,4,0.0344,70,spotify:track:4VkRQSpG16JxrXaVlNyWdX,4VkRQSpG16JxrXaVlNyWdX,memories,0.928,1,5,86320,0.951,music,"electronic,vaporwave"
0.913,123.58,0.606,-6.039,0.34,0.838,Desireless,4,0.0351,70,spotify:track:2d8D7uk3tbAThjRkdfrx9c,2d8D7uk3tbAThjRkdfrx9c,Voyage voyage,0.00696,0,8,266600,0.246,music,"electronic,french"
0.809,116.015,0.732,-7.264,0.0642,0.253,Stromae,4,0.0878,70,spotify:track:34dx8DACTJsc3rsJdaEIQw,34dx8DACTJsc3rsJdaEIQw,Papaoutai,0.0,0,10,232147,0.0266,music,"electronic,french"
0.824,172.006,0.77,-6.491,0.318,0.49,"Badshah, Diljit Dosanjh, Aastha Gill",4,0.0851,70,spotify:track:39ujbBjTwwqUFySaCYDMMT,39ujbBjTwwqUFySaCYDMMT,Proper Patola,0.0,0,1,178605,0.485,music,"indian,workout"
0.643,76.979,0.601,-4.581,0.283,0.387,Juanes,4,0.0272,70,spotify:track:6QdwofpqDvvNxX88C9A0iQ,6QdwofpqDvvNxX88C9A0iQ,Nada Valgo Sin Tu Amor,0.0,1,0,196360,0.155,music,"rock,spanish"
0.777,123.003,0.649,-3.546,0.115,0.667,Reik,4,0.0397,70,spotify:track:22seP38foydqUMp5Fvkcjm,22seP38foydqUMp5Fvkcjm,Inolvidable,3.43e-05,1,7,222987,0.00738,music,"rock,spanish"
0.671,169.727,0.714,-5.119,0.325,0.641,"KEVIN ROLDAN, Bryant Myers, Lyanno",4,0.362,69,spotify:track:4PEfJZpVjdclfzZ9XO8uDw,4PEfJZpVjdclfzZ9XO8uDw,HASTA ABAJO,0.0,1,5,229827,0.292,music,"latin,reggaeton"
0.674,140.065,0.922,-4.429,0.128,0.726,"Dave, Central Cee",4,0.366,69,spotify:track:2VjOTvl50tscmc0RDjPdr2,2VjOTvl50tscmc0RDjPdr2,UK Rap,3.07e-06,1,1,198027,0.323,music,"hip-hop,drill"
0.855,117.987,0.534,-7.578,0.0996,0.601,Pastel Ghost,4,0.0342,69,spotify:track:4t9vB7wIKWE5jIhjcztmmd,4t9vB7wIKWE5jIhjcztmmd,Iris,0.893,0,8,218384,0.00043,music,"electronic,vaporwave"
0.759,124.725,0.791,-5.67,0.0993,0.917,Café Tacvba,4,0.037,69,spotify:track:6hFHsQWB7HdVrSe7efRR82,6hFHsQWB7HdVrSe7efRR82,Como te extraño mi amor,4.44e-05,1,9,214880,0.0823,music,"rock,spanish"
0.57,142.974,0.787,-5.881,0.135,0.733,"Lil Durk, J. Cole",4,0.225,69,spotify:track:6HgWWaMu31KdOpEG5l28BG,6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),0.0,1,3,223879,0.0449,music,"hip-hop,gangster"
0.7,93.991,0.843,-3.563,0.14,0.899,"Becky G, KAROL G",4,0.0803,69,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,1ri9ZUkBJVFUdgwzCnfcYs,MAMIII,0.0,0,4,226088,0.0934,music,"latin,reggaeton"
0.478,104.563,0.675,-10.201,0.127,0.39,"Tee Grizzley, J. Cole",4,0.512,69,spotify:track:3rXlcLZk3MCaRPND5g9QiW,3rXlcLZk3MCaRPND5g9QiW,Blow for Blow (feat. J. Cole),7.8e-06,1,1,210286,0.0731,music,"hip-hop,modern"
